Full_date_start,Year_start,Month_start,Day_start,Full_date_end,Year_end,Month_end,Day_end,Country,Location,Type,Sub_Type,Name,Killed,Cost_dollars,Affected,Id
1012006,2006,1,10,,,,,Indonesia,Sijeruk (Banjarnegara dis,Mass movement wet,Landslide,,156,8313,27,2006-0007
81962,1962,8,,,,,,Philippines,,Storm,Tropical cyclone,,156,,,1962-0032
24041951,1951,4,24,,,,,Philippines,"Samar, South Luzon",Storm,Tropical cyclone,Iris,156,,,1951-0011
121989,1989,12,,,,,,Uganda,"Kampala, Mbale,  Arua",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,156,961,,1989-0244
11102000,2000,10,11,,,,,Austria,Kitzteinhorn - Kaprun,Transport Accident,Rail,Funicular train,155,12,,2000-0730
1062001,2001,6,10,,,,,Bangladesh,Near Barbakunda,Transport Accident,Water,Ferry,155,,,2001-0235
29092006,2006,9,29,,,,,Brazil,Amazonia,Transport Accident,Air,Boeing 737,155,,,2006-0519
3121972,1972,12,31,,,,,Canary Is,Santa Cruz de Tenerife,Transport Accident,Air,,155,,,1972-0108
61991,1991,6,,,,,,El Salvador,,Epidemic,Bacterial Infectious Diseases,Cholera,155,5625,,1991-0394
91960,1960,9,,,,,,India,,Flood,,,155,,,1960-0056
30112006,2006,11,30,,,,,Kenya,"Garissa, Ijara, Wajir (No",Epidemic,Viral Infectious Diseases,Rift Valley Fever,155,529,,2006-0750
16031969,1969,3,16,,,,,Venezuela,Maracaibo,Transport Accident,Air,,155,,,1969-0058
81967,1967,8,,,,,,Congo,Kivu province,Mass movement wet,Landslide,,154,668,,1967-0082
17081951,1951,8,17,,,,,Jamaica,South coast,Storm,Tropical cyclone,Charlie,154,20200,56,1951-0016
28102000,2000,10,28,,,,,Philippines,"Cavite, Sorsogon, Catandu",Storm,Tropical cyclone,Xangsane (Reming),154,2436256,17,2000-0706
101999,1999,10,,,,,,Poland,,Extreme temperature,Cold wave,,154,,,1999-0613
20082008,2008,8,20,,,,,Spain,Madrid,Transport accident,Air,MD82,154,18,,2008-0353
102002,2002,10,,,,,,Thailand,"Tak, Chiang Mai, Chiang R",Flood,Flash flood,,154,3289420,35.827,2002-0641
8031968,1968,3,80,,,,,Zaire/Congo Dem Rep,Mandwe (Kivu province),Mass movement wet,Landslide,,154,768,,1968-0035
15122003,2003,12,15,,,,,Bangladesh,,Extreme temperature,Cold wave,,153,200,,2003-0636
12062004,2004,6,12,,,,,Bangladesh," Cox's Bazar, Tekhnaf (Ba",Storm,,,153,50,,2004-0286
6091999,1999,9,60,,,,,China P Rep,Zhejiang Province (includ,Flood,Flash flood,,153,5165000,647,1999-0645
26121980,1980,12,26,,,,,Indonesia,Central Java,Flood,,,153,2946,3.4,1980-0110
19101987,1987,10,19,,,,,Indonesia,Jakarta,Transport Accident,Rail,,153,300,,1987-0195
16081987,1987,8,16,,,,,United States,Detroit,Transport Accident,Air,Mcdonnell Douglas Md-82,153,,,1987-0427
9071982,1982,7,90,,,,,United States,Nouvelle-Orl‰ö_å©ans,Transport Accident,Air,Boeing 727,153,,,1982-0126
30081974,1974,8,30,,,,,Yugoslavia,Zagreb,Transport Accident,Rail,,153,60,,1974-0068
13111995,1995,11,13,,,,,China P Rep,Shandong province,Storm,,,152,1232320,120.2,1995-0277
1101997,1997,10,11,,,,,Thailand,,Storm,Tropical cyclone,Linda,152,,5,1997-0267
16082005,2005,8,16,,,,,Venezuela,West,Transport Accident,Air,,152,,,2005-0440
8071998,1998,7,80,,,,,Bangladesh,Dhaka,Epidemic,,,151,185000,,1998-0246
11042005,2005,4,11,,,,,Bangladesh,Palash Bari (Near Dacca),Industrial Accident,Collapse,Garments factory,151,100,,2005-0194
22112008,2008,11,22,,,,,Brazil,"Bumeteau, Ilhota, Gaspar,",Flood,General Flood,,151,1500015,750,2008-0549
24121953,1953,12,24,,,,,New Zealand,Waiouru,Transport Accident,Rail,,151,,,1953-0059
23031982,1982,3,23,,,,,Philippines,Central province,Storm,Tropical cyclone,Nelson (Bising),151,789031,69,1982-0038
1930,1930,,,,,,,Soviet Union,Tadzhikistan,Earthquake (seismic activity),Earthquake (ground shaking),,151,208,,1930-0022
3032002,2002,3,30,,,,,Afghanistan,Dakhli-Ezeu (Hindu Kush m,Earthquake (seismic activity),Earthquake (ground shaking),,150,3513,,2002-0122
31012001,2001,1,31,,,,,Afghanistan,"Heart, Faryab, Jowzjan, B",Extreme temperature,Cold wave,,150,100000,0.01,2001-0027
8051992,1992,5,80,,,,,Afghanistan,Faizabad,Flood,,,150,,,1992-0197
11972,1972,1,,,,,,Afghanistan,West,Flood,,,150,250000,,1972-0002
29042001,2001,4,29,,,,,Bangladesh,Meghna river,Transport Accident,Water,,150,,,2001-0304
81995,1995,8,,,,,,Bangladesh,Chitra river (Western Ban,Transport Accident,Water,,150,,,1995-0461
13011995,1995,1,13,,,,,Bangladesh,Dinajpur district,Transport Accident,Rail,,150,500,,1995-0027
4011988,1988,1,40,,,,,Bangladesh,Jumna river,Transport Accident,Water,Ferry and Barge,150,,,1988-0623
28121987,1987,12,28,,,,,Bangladesh,,Transport Accident,Water,,150,,,1987-0462
17041984,1984,4,17,,,,,Bangladesh,Burigangar,Transport Accident,Water,,150,,,1984-0036
24032003,2003,3,24,,,,,Burundi,Tanganyiaka lake (between,Transport Accident,Water,Ferry 'Kasobwe',150,48,,2003-0141
24011981,1981,1,24,,,,,China P Rep,Sichuan province,Earthquake (seismic activity),Earthquake (ground shaking),,150,25850,,1981-0026
9071950,1950,7,90,,,,,Colombia,Santander,Earthquake (seismic activity),Earthquake (ground shaking),,150,40000,,1950-0028
1012006,2006,1,10,,,,,Colombia,"Choc‰ö_‰ä´, Valle del Cauca, C",Flood,General flood,,150,221465,,2006-0140
17081981,1981,8,17,,,,,Colombia,"East, Calimina",Flood,General flood,,150,,5,1981-0074
12071950,1950,7,12,,,,,Germany Dem Rep,Between Zwickau and Aue,Transport Accident,Rail,,150,,,1950-0016
12111909,1909,11,12,,,,,Haiti,"Cul de Sac,Leogane",Storm,Tropical cyclone,,150,,,1909-0012
101994,1994,10,,,,,,Honduras,"Aguan Valley, Atlantida, ",Flood,,,150,15000,,1994-0378
51978,1978,5,,,,,,India,,Extreme temperature,Heat wave,,150,,,1978-0063
16072003,2003,7,16,,,,,India,Kulu (Himachal Pradesh),Flood,Flash flood,,150,30,,2003-0719
15041990,1990,4,15,,,,,India,Basti (Uttar Pradesh),Industrial Accident,Poisoning,Food,150,150,,1990-0571
25061980,1980,6,25,,,,,India,Uttar Pradesh,Mass movement wet,Landslide,,150,,,1980-0055
5111997,1997,11,51,,,,,Indonesia,Irian Jaya,Epidemic,Bacterial Infectious Diseases,Cholera,150,,,1997-0502
27012002,2002,1,27,,,,,Indonesia,"Bondowoso, Sampang, Surab",Flood,General flood,,150,500750,350,2002-0054
5092005,2005,9,50,,,,,Indonesia,Medan (Sumatra),Transport Accident,Air,Boeing 737-200,150,14,,2005-0495
20051989,1989,5,20,,,,,Indonesia,Bali coast,Transport Accident,Water,Ship 'Dharma Mulia',150,,,1989-0261
71980,1980,7,,,,,,Korea Rep,Central,Storm,Tropical cyclone,,150,20000,,1980-0059
18071999,1999,7,18,,,,,Nepal,Kailali District - Seti P,Epidemic,Viral Infectious Diseases,Japanese encephalitis,150,944,,1999-0493
81990,1990,8,,,,,,Nepal,Katmandu + 11 districts,Epidemic,Bacterial Infectious Diseases,Cholera,150,3800,,1990-0086
10081963,1963,8,10,,,,,Nepal,Trisuli,Mass movement dry,Landslide,,150,,,1963-0018
4061976,1976,6,40,,,,,Nepal,Pahire Phedi,Mass movement wet,Landslide,,150,,,1976-0040
25121953,1953,12,25,,,,,New Zealand,Ruapehu,Volcano,Volcanic eruption,Ruapehu,150,,,1953-0023
4112000,2000,11,41,,,,,Nigeria,Osun state,Transport Accident,Road,,150,50,,2000-0717
25041993,1993,4,25,,,,,Pakistan,Jang Shahi (Karachi),Transport Accident,Rail,,150,,,1993-0302
1101969,1969,10,11,,,,,Peru,"Huancayo, Pariach",Earthquake (seismic activity),Earthquake (ground shaking),,150,3216,5,1969-0098
4101913,1913,10,41,,,,,Peru,Albancay,Earthquake (seismic activity),Earthquake (ground shaking),,150,,,1913-0009
41985,1985,4,,,,,,Peru,Colcabamba department,Mass movement wet,Landslide,,150,4000,,1985-0239
7051991,1991,5,70,,,,,Peru,Maranon river (Near Zorag,Transport Accident,Water,Ferry 'La Chachita',150,20,,1991-0158
18031996,1996,3,18,,,,,Philippines,Manila,Miscellaneous accident,Fire,Night club,150,,,1996-0373
3101960,1960,10,31,,,,,Philippines,"Central, South Luzon",Storm,Tropical cyclone,Kit,150,375000,,1960-0028
24101988,1988,10,24,,,,,Philippines,Marippi Isl.,Transport Accident,Water,Boat 'Dona Marylin',150,,,1988-0487
25121938,1938,12,25,,,,,Romania,Near Kishinev,Transport Accident,Rail,,150,,,1938-0007
1011986,1986,1,10,,,,,Sao Tome et Principe,,Epidemic,Parasitic Infectious Diseases,,150,,,1986-0020
5032000,2000,3,50,,,,,Sierra Leone,Koidu,Industrial Accident,Collapse,Diamond mine,150,,,2000-0148
2082007,2007,8,20,,,,,Sierra Leone,,Transport Accident,Water,Amunufa,150,,,2007-0328
22031999,1999,3,22,,,,,Sierra Leone,Tasso,Transport Accident,Water,,150,,,1999-0670
6051996,1996,5,60,,,,,Sierra Leone,,Transport Accident,Water,Ferry,150,,,1996-0409
10071985,1985,7,10,,,,,Soviet Union,Between Karshi & Leningra,Transport Accident,Air,,150,,,1985-0080
19101984,1984,10,19,,,,,Soviet Union,Omsk,Transport Accident,Air,,150,,,1984-0095
91976,1976,9,,,,,,Sudan,West Equatoria province,Epidemic,Viral Infectious Diseases,Ebola haemorrhagic fever,150,299,,1976-0060
3072007,2007,7,30,,,,,Sudan,"White Nile, Khartoum, Nil",Flood,General flood,,150,565335,300,2007-0261
5121965,1965,12,51,,,,,Togo,Soutouboua,Transport Accident,Road,,150,300,,1965-0067
11963,1963,1,,,,,,United States,,Extreme temperature,Cold wave,,150,,,1963-0061
19121982,1982,12,19,,,,,Venezuela,Caracas,Industrial Accident,Fire,Oil tanks,150,40500,,1982-0133
19022005,2005,2,19,,,,,Bangladesh,"Buriganga river, near Dac",Transport Accident,Water,,149,,,2005-0088
12004,2004,1,,,,,,Niger,"Niamey, Tahoua, Tillaberi",Epidemic,Viral Infectious Diseases,,149,20000,,2004-0161
4052002,2002,5,40,,,,,Nigeria,Kano,Transport Accident,Air,Twin-engined BAC 1-11-500,149,49,,2002-0254
19041938,1938,4,19,,,,,Turkey,Kirsehir,Earthquake (seismic activity),Earthquake (ground shaking),,149,800,,1938-0002
21102004,2004,10,21,,,,,China P Rep,"Daping (Xinmi, Henan prov",Industrial Accident,Explosion,Coal mine,148,20,,2004-0527
3012004,2004,1,30,,,,,Egypt,Red sea,Transport Accident,Air,,148,,,2004-0002
3082008,2008,8,30,,,,,India,Himachal Pradesh,Miscellaneous accident,Other,,148,48,,2008-0319
10122003,2003,12,10,,,,,Indonesia,"Jambi, Riau, South and No",Flood,General flood,,148,350000,,2003-0776
20021985,1985,2,20,,,,,Spain,Bilboa,Transport Accident,Air,,148,,,1985-0031
81999,1999,8,,,,,,Angola,Yambala (Benguela Provinc,Epidemic,Bacterial Infectious Diseases,,147,253,,1999-0467
21051966,1966,5,21,,,,,Brazil,"Salvador, Recife",Flood,,,147,154557,9.914,1966-0044
91985,1985,9,,,,,,China P Rep,Hunan provonce,Flood,,,147,,,1985-0310
21041991,1991,4,21,,,,,China P Rep,Hongtong region (Shanxi p,Industrial Accident,Explosion,Coal mine,147,,,1991-0663
1031983,1983,3,10,,,,,China P Rep,Sanshui river (Guangdong),Transport Accident,Water,Ferry,147,,,1983-0049
8021993,1993,2,80,,,,,Congo,Congo river,Transport Accident,Water,Ferry,147,,,1993-0571
24071987,1987,7,24,,,,,Iran Islam Rep,"Teheran, East, Southwest ",Flood,General flood,,147,,,1987-0133
26082006,2006,8,26,,,,,Nepal,"Banke, Bardya, Achham, Ch",Mass movement wet,Landslide,,147,80000,,2006-0473
2101989,1989,10,21,,,,,Philippines,"Cagayan, Ilocos Norte, Ka",Storm,Tropical cyclone,Angela (Rubing),147,289191,8,1989-0127
29041932,1932,4,29,,,,,Philippines,Sulu,Storm,Tropical cyclone,,147,2500,,1932-0003
2121994,1994,12,21,,,,,Philippines,"Baie de Manille, near Ros",Transport Accident,Water,Cargo 'Kota Suria' and ferry 'Cebu city',147,,,1994-0366
18081947,1947,8,18,,,,,Spain,Cadiz,Industrial Accident,Explosion,,147,,,1947-0006
28121968,1968,12,28,,,,,Turkey,Igel,Flood,,,147,,,1968-0134
10011977,1977,1,10,,,,,Zaire/Congo Dem Rep,Near Goma,Volcano,Volcanic eruption,Mount Nyirangongo,147,60000,,1977-0037
91963,1963,9,,,,,,Brazil,,Miscellaneous accident,Fire,,146,,,1963-0073
25041980,1980,4,25,,,,,Canary Is,,Transport Accident,Air,,146,,,1980-0207
6032007,2007,3,60,,,,,Colombia,"Monteria, Ceret‰ö_å©, Chima, ",Flood,General flood,,146,443173,,2007-0162
23121973,1973,12,23,,,,,India,"Bihar, Delhi",Extreme temperature,Cold wave,,146,,,1973-0054
7092001,2001,9,70,,,,,India,"Bihar, Saran, Gopalganj",Flood,,,146,,103,2001-0794
28101995,1995,10,28,,,,,Philippines,"Leyte, Samar, Central Vis",Storm,Tropical cyclone,Zack (Pepang),146,348053,30,1995-0272
25041980,1980,4,25,,,,,Spain,,Transport Accident,Air,,146,,,1980-0041
19111994,1994,11,19,,,,,Djibouti,"Djibouti city, Holhol, Al",Flood,General flood,,145,120000,2.119,1994-0507
5071995,1995,7,50,,,,,Ghana,Accra,Flood,General flood,,145,700000,12.5,1995-0140
71964,1964,7,,,,,,India,"Assam, Bihar, Punjab",Flood,,,145,752210,,1964-0038
91987,1987,9,,,,,,Mali,Bamako & rural areas,Epidemic,Viral Infectious Diseases,Yellow fever,145,305,,1987-0151
23062001,2001,6,23,,,,,Peru,"Arequipa, Moquegua, Tacna",Earthquake (seismic activity),Earthquake (ground shaking),,145,349978,300,2001-0294
12001,2001,1,,,,,,Russia,"Bratsk, Ust-Ilim, Taishet",Extreme temperature,Cold wave,,145,6120,0.1,2001-0018
3072001,2001,7,30,,,,,Russia,Near Irkoutsk (Siberia),Transport Accident,Air,Tu-154,145,,,2001-0317
13031961,1961,3,13,,,,,Soviet Union,Kiev,Mass movement wet,Landslide,,145,,,1961-0002
28061998,1998,6,28,,,,,Turkey,"Adana, Ceyhan, Hatay",Earthquake (seismic activity),Earthquake (ground shaking),,145,1589600,550,1998-0201
25031911,1911,3,25,,,,,United States,New York,Miscellaneous accident,Fire,Factory,145,,,1911-0007
11985,1985,1,,,,,,United States,"Middle West, East Coast",Storm,,,145,,800,1985-0360
1981,1981,,,,,,,Venezuela,Tacoa,Industrial Accident,Explosion,Oil tank,145,1000,,1981-0178
26121990,1990,12,26,,,,,Afghanistan,,Extreme temperature,Cold wave,,144,,,1990-0248
8021989,1989,2,80,,,,,Azores,Santa Maria,Transport Accident,Air,Boeing 707,144,,,1989-0033
20081990,1990,8,20,,,,,China P Rep,Fujian province,Storm,Tropical cyclone,Yancy,144,,157,1990-0078
1111970,1970,11,11,,,,,France,Saint-Laurent-du-Pont,Miscellaneous accident,Fire,Discotheque,144,,,1970-0127
1926,1926,,,,,,,Japan,Hokkaido Isl.,Volcano,Volcanic eruption,Mount Tokachi,144,,,1926-0019
62000,2000,6,,,,,,Nepal,"Argakhachi, Lalitpur, Mor",Flood,,,144,50070,6.3,2000-0476
62001,2001,6,,,,,,Nepal,"Koshi, Bagmati, Janakpur,",Mass movement wet,Landslide,,144,21019,,2001-0298
92005,2005,9,,,,,,Sudan,"Dilling, Abu Jubaiyah, Ab",Epidemic,Viral Infectious Diseases,Yellow Fever,144,439,,2005-0616
25091978,1978,9,25,,,,,United States,San Diego (California),Transport Accident,Air,Boeing 727,144,,,1978-0179
23082000,2000,8,23,,,,,Bahrain,Persian Gulf,Transport Accident,Air,Airbus A-320,143,,,2000-0522
7091999,1999,9,70,,,,,Greece,"Athens Suburbs of Menidi,",Earthquake (seismic activity),Earthquake (ground shaking),,143,115139,4200,1999-0302
21022005,2005,2,21,,,,,Indonesia,Bandung,Mass movement wet,Landslide,,143,,5,2005-0089
29051974,1974,5,29,,,,,Japan,Yui,Storm,Tropical cyclone,,143,,,1974-0162
15031992,1992,3,15,,,,,Lao P Dem Rep,Sekong province,Epidemic,Viral Infectious Diseases,,143,,,1992-0461
29081996,1996,8,29,,,,,Norway,Spitzbergen Island,Transport Accident,Air,Tupolev 154,143,,,1996-0194
111999,1999,11,,,,,,Pakistan,"Thar, Kohistan, Kachoo (S",Drought,Drought,,143,2200000,247,1999-9122
13042000,2000,4,13,,,,,Philippines,"Jolo, Sulu",Transport Accident,Water,Motor launch Annahada,143,23,,2000-0225
12081994,1994,8,12,,,,,Congo,Brazzaville,Miscellaneous accident,Other,,142,,,1994-0617
20072008,2008,7,20,,,,,India,"Lakhimpur, Jorhat (Assam)",Flood,General Flood,,142,225000,,2008-0615
11062003,2003,6,11,,,,,India,"Assam,  Bihar, Tripura, W",Flood,General flood,,142,4550000,,2003-0283
18111912,1912,11,18,,,,,Jamaica,"West Jamaica, Savanna-La-",Storm,Tropical cyclone,,142,94820,,1912-0011
26081967,1967,8,26,,,,,Japan,"Niigata, Yamagata",Flood,,,142,151,,1967-0054
8111996,1996,11,81,,,,,Nigeria,Lagos area,Transport Accident,Air,Boeing 727,142,,2,1996-0260
61953,1953,6,,,,,,United States,,Storm,,,142,,,1953-0044
19061991,1991,6,19,,,,,Chile,Antogagasta,Mass movement wet,Landslide,,141,82811,6,1991-0249
24111992,1992,11,24,,,,,China P Rep,Near Guilin,Transport Accident,Air,Boeing 737-3YO,141,,,1992-0305
15081997,1997,8,15,,,,,China P Rep,"Zhejiang, Anhui provinces",Storm,Tropical cyclone,Winnie,140,837000,2700,1997-0179
12071954,1954,7,12,,,,,Colombia,Medellin,Mass movement wet,Landslide,,140,,,1954-0012
41999,1999,4,,,,,,India,"Orissa, Andhra Pradesh, G",Extreme temperature,Heat wave,,140,,,1999-0125
111979,1979,11,,,,,,India,Tamil Nadu,Flood,,,140,,,1979-0100
11041991,1991,4,11,,,,,Italy,Ligurienne sea (Livorna),Transport Accident,Water,Ferry 'Moby Prince',140,,,1991-0102
3011914,1914,1,30,,,,,Japan,,Volcano,Volcanic eruption,Mount Sakurajima,140,,20,1914-0002
25061997,1997,6,25,,,,,Kenya,Nyatike Division (Migori,Epidemic,Bacterial Infectious Diseases,Cholera,140,2360,,1997-0542
7062008,2008,6,70,,,,,Libyan Arab Jamah,Near Zouweira,Transport accident,Water,,140,,,2008-0244
24011997,1997,1,24,,,,,Madagascar,"Vangaidrano, Vohipeno, Fa",Storm,Tropical cyclone,Gretelle,140,600000,50,1997-0013
121983,1983,12,,,,,,Mexico,,Storm,Local storm,,140,257500,,1983-0329
1112008,2008,11,11,,,,,Mozambique,Guro district (Manica pro,Epidemic,Bacterial Infectious Diseases,Cholera,140,17761,,2008-0543
19061995,1995,6,19,,,,,Nepal,"Baglung, Lamjung, Solukhu",Flood,General flood,,140,13000,1.2,1995-0105
12081997,1997,8,12,,,,,Pakistan,Punjab Province,Flood,General flood,,140,851328,,1997-0183
21101966,1966,10,21,,,,,United Kingdom,"Aberfan, Wales",Mass movement wet,Landslide,,140,,,1966-0083
11964,1964,1,,,,,,United States,,Storm,,,140,,,1964-0089
8052003,2003,5,80,,,,,Zaire/Congo Dem Rep,,Transport Accident,Air,Iliouchine-76,140,20,,2003-0213
25122003,2003,12,25,,,,,Benin,Cotonou,Transport Accident,Air,Boeing 727-200,139,22,,2003-0629
81959,1959,8,,,,,,Japan,,Storm,Tropical cyclone,,139,,,1959-0043
31071976,1976,7,31,,,,,United States,Colorado (Big Thompson Ca,Flood,,,139,,41,1976-0051
16061972,1972,6,16,,,,,Hong Kong (China),,Flood,,,138,14607,,1972-0101
22051960,1960,5,22,,,,,Japan,Honshu Island,Earthquake (seismic activity),Tsunami,,138,,50,1960-0016
27081984,1984,8,27,,,,,Philippines,"Northern Luzon, Pangasina",Storm,Tropical cyclone,June (Maring),138,483747,23,1984-0073
121975,1975,12,,,,,,Saudi Arabia,,Miscellaneous accident,Fire,,138,,,1975-0146
81956,1956,8,,,,,,Turkey,,Flood,,,138,,,1956-0042
19121995,1995,12,19,,,,,Angola,Kahenoula,Transport Accident,Air,Electra 188,137,3,,1995-0299
8061982,1982,6,80,,,,,Brazil,Near Tortaleza,Transport Accident,Air,,137,,,1982-0079
17031988,1988,3,17,,,,,Colombia,Cucuta,Transport Accident,Air,Boeing 727,137,,,1988-0126
91969,1969,9,,,,,,Korea Rep,Countrywide,Epidemic,Bacterial Infectious Diseases,Cholera,137,1538,,1969-0088
23051993,1993,5,23,,,,,Myanmar,Mer d'Andaman (Hintha),Transport Accident,Water,Paquebot 'Augn Yadana Myint',137,,,1993-0397
31081970,1970,8,31,,,,,Philippines,"(1) Bulacan, Pampg (Manil",Storm,Tropical cyclone,Fran & Georgia,137,145200,2.353,1970-0043
11937,1937,1,,,,,,United States,"Ohio, Indiana, Kentucky",Flood,,,137,,438,1937-0001
8091934,1934,9,80,,,,,United States,,Transport Accident,Water,,137,,,1934-0013
10101988,1988,10,10,,,,,Viet Nam,Nghe Tinh,Storm,Tropical cyclone,,137,600000,,1988-0460
7032005,2005,3,70,,,,,Dominican Rep,Higuey,Miscellaneous accident,Fire,Prison,136,16,,2005-0098
71964,1964,7,,,,,,Japan,,Flood,,,136,,,1964-0093
26071987,1987,7,26,,,,,Korea Rep,"Seoul, Inchon",Storm,Tropical cyclone,Vernon,136,,200,1987-0349
16031956,1956,3,16,,,,,Lebanon,Bekaa,Earthquake (seismic activity),Earthquake (ground shaking),,136,200,,1956-0005
19091991,1991,9,19,,,,,Viet Nam,"An Giang, Dong Thap, Long",Flood,General flood,,136,21000,38.5,1991-0538
11999,1999,1,,,,,,Afghanistan,"Jasthak, Darwaz District,",Epidemic,Viral Infectious Diseases,Acute respiratory syndrome,135,6300,,1999-0465
15011989,1989,1,15,,,,,Bangladesh,Maizdi Khan,Transport Accident,Rail,,135,1000,,1989-0024
81962,1962,8,,,,,,Colombia,,Flood,,,135,,,1962-0033
19111991,1991,11,19,,,,,Cuba,Cape Maisi,Transport Accident,Water,,135,,,1991-0627
22091948,1948,9,22,,,,,Hong Kong (China),,Industrial Accident,Explosion,,135,,,1948-0010
18082006,2006,8,18,,,,,India,"Barmer, Jaisalmer, Kota, ",Flood,General flood,,135,20000,,2006-0469
8081997,1997,8,80,,,,,India,"Chandigarh, Chirgaon, Him",Flood,General flood,,135,20,71,1997-0170
5081971,1971,8,50,,,,,Japan,Kyushu Island,Storm,Tropical cyclone,,135,,,1971-0047
20101983,1983,10,20,,,,,Mexico,Mazatlan,Storm,Tropical cyclone,Tico,135,25000,,1983-0134
9011959,1959,1,90,,,,,Spain,Vega de Tera,Miscellaneous accident,Collapse,Dam,135,500,,1959-0003
13081993,1993,8,13,,,,,Thailand,Nakhov Ratchasima,Miscellaneous accident,Collapse,Hotel 'Royal Plaza',135,270,,1993-0026
18011993,1993,1,18,,,,,Turkey,Ozengeli,Mass movement wet,Avalanche,,135,,,1993-0081
1012008,2008,1,10,,,,,Angola,"Uige, Luanda, Kwanza Nort",Epidemic,Bacterial Infectious Diseases,Cholera,134,7495,,2008-0511
1052006,2006,5,10,,,,,China P Rep,"Sichuan, Chongqing, Guizh",Drought,Drought,,134,18000000,2910,2006-9741
22062000,2000,6,22,,,,,China P Rep,"Yangtze river, near Luzho",Transport Accident,Water,Ferry 'Rong Jian',134,63,,2000-0400
8021993,1993,2,80,,,,,Iran Islam Rep,Karaj (Teheran),Transport Accident,Air,Tupolev-Tu 154M,134,,,1993-0114
12001,2001,1,,,,,,Namibia,Oshana region,Epidemic,Parasitic Infectious Diseases,,134,12098,,2001-0183
6031990,1990,3,60,,,,,Peru,Near Iquitos,Transport Accident,Water,Boat 'Adresito',134,,,1990-0281
27022004,2004,2,27,,,,,Philippines,Near Manilla,Transport Accident,Water,SuperFerry 14,134,765,,2004-0079
61972,1972,6,,,,,,United States,,Storm,Tropical cyclone,,134,,,1972-0136
1906,1906,,,,,,,United States,"Mississippi, Alabama, Pen",Storm,Tropical cyclone,,134,,,1906-0005
111984,1984,11,,,,,,Viet Nam,", Nghe Tinh, Nghia Binh, ",Storm,Tropical cyclone,Agnes (nåÂ‰ö_9),134,650705,,1984-0103
15072004,2004,7,15,,,,,China P Rep,"Shandong, Henan, Hunan, H",Flood,General flood,,133,33652026,1100,2004-0372
61985,1985,6,,,,,,India,Punjab (Western),Flood,,,133,25000,,1985-0067
29101976,1976,10,29,,,,,Indonesia,West Irian,Earthquake (seismic activity),Earthquake (ground shaking),,133,7000,,1976-0071
5101991,1991,10,51,,,,,Indonesia,Jakarta,Transport Accident,Air,Lockheed C-130,133,,,1991-0363
31998,1998,3,,,,,,Nepal,Hulma District - Level 2,Epidemic,Viral Infectious Diseases,Acute respiratory syndrome,133,,,1998-0149
26061990,1990,6,26,,,,,Sudan,Near Kosti (Nile river),Transport Accident,Water,Ferry,133,29,,1990-0091
19061987,1987,6,19,,,,,China P Rep,Guangdong province,Storm,Tropical cyclone,,132,900086,,1987-0114
19051993,1993,5,19,,,,,Colombia,Medellin,Transport Accident,Air,Boeing 727-46,132,,,1993-0158
15042006,2006,4,15,,,,,Ethiopia,"Gambella, Oromiya regions",Epidemic,,Acute watery diarrhoea,132,10966,,2006-0433
8021994,1994,2,80,,,,,Iran Islam Rep,,Transport Accident,Air,,132,,,1994-0761
13072005,2005,7,13,,,,,Pakistan,Sarhad (near Ghotki),Transport Accident,Rail,"Quetta Express, Karachi Express, Tezgam Express",132,200,,2005-0366
19111977,1977,11,19,,,,,Portugal,Funchal (Madere),Transport Accident,Air,Boeing 727-282,132,32,,1977-0253
6121999,1999,12,61,,,,,Sierra Leone,many area of the country,Epidemic,,Dysentery,132,3094,,1999-0721
61948,1948,6,,,,,,Turkey,,Flood,,,132,,,1948-0021
8091994,1994,9,80,,,,,United States,Pittsburgh,Transport Accident,Air,Boeing 737-300,132,,,1994-0206
23071980,1980,7,23,,,,,Viet Nam,"Ha Bac, Hai Phong, Hai Hu",Storm,Tropical cyclone,Joe (nåÂ‰ö_4),132,6624710,,1980-0068
41993,1993,4,,,,,,China P Rep,,Flood,Storm surge/coastal flood,,131,,,1993-0249
21101989,1989,10,21,,,,,Honduras,Tegucigalpa,Transport Accident,Air,Boeing 727,131,,,1989-0232
4051987,1987,5,40,,,,,Indonesia,Padang Panjang (West Suma,Mass movement dry,Landslide,,131,701,1,1987-0094
121983,1983,12,,,,,,Japan,,Storm,,,131,,,1983-0536
11951,1951,1,,,,,,Morocco,,Flood,,,131,,,1951-0032
23061972,1972,6,23,,,,,Philippines,South Luzon,Storm,Tropical cyclone,Ora,131,385000,15,1972-0040
19042000,2000,4,19,,,,,Philippines,Davao (Samal Isl.),Transport Accident,Air,Boeing 737-200,131,,,2000-0234
9072006,2006,7,90,,,,,Russia,Irkoutsk (Siberia),Transport Accident,Air,Airbus A310,131,72,,2006-0359
28031964,1964,3,28,,,,,United States,"Prince William Sound, Anc",Earthquake (seismic activity),Earthquake (ground shaking),,131,,1020,1964-0021
18081995,1995,8,18,,,,,Yemen,Mer Rouge,Transport Accident,Water,Cargo,131,,,1995-0389
31011991,1991,1,31,,,,,Afghanistan,"Konar, Nangarhar, Badakhs",Earthquake (seismic activity),Earthquake (ground shaking),,130,7000,,1991-0033
