Full_date_start,Year_start,Month_start,Day_start,Full_date_end,Year_end,Month_end,Day_end,Country,Location,Type,Sub_Type,Name,Killed,Cost_dollars,Affected,Id
12007,2007,1,,,,,,Bangladesh,"Panchagarh, Thakurgaon, D",Extreme temperature,Extreme winter conditions,,130,100000,,2007-0033
2051994,1994,5,20,,,,,Bangladesh,"St. Martins, Teknaf Upazi",Storm,Tropical cyclone,,130,653559,125,1994-0044
14042003,2003,4,14,,,,,Bangladesh,Buriganga river (North),Transport Accident,Water,MV Mitali,130,,,2003-0173
26021971,1971,2,26,,,,,Brazil,Rio de Janeiro,Flood,Flash flood,,130,,,1971-0017
101969,1969,10,,,,,,Burkina Faso,Ouagadougou and border,Epidemic,Viral Infectious Diseases,Yellow fever,130,,,1969-0099
11021974,1974,2,11,,,,,Cambodia,Doemkor district (Phnom P,Miscellaneous accident,Fire,,130,10164,0.6,1974-0013
8031989,1989,3,80,,,,,China P Rep,South China Sea,Transport Accident,Water,,130,35,,1989-0410
24051982,1982,5,24,,,,,Honduras,Choluteca,Storm,Tropical cyclone,Alleta,130,20000,101,1982-0061
4101990,1990,10,41,,,,,Hong Kong (China),Hong Kong,Transport Accident,Air,Boeing 737,130,43,,1990-0077
24062006,2006,6,24,,,,,India,"Ballia, Chandauli distric",Flood,General flood,,130,300000,,2006-0342
72000,2000,7,,,,,,India,Arunachal Pradesh,Flood,Flash flood,,130,,,2000-0444
12111985,1985,11,12,,,,,India,Tamil Nadu,Flood,,,130,900000,,1985-0131
81983,1983,8,,,,,,India,Central - Western,Flood,,,130,,,1983-0102
23111994,1994,11,23,,,,,India,Nagpur,Miscellaneous accident,Other,,130,,,1994-0753
19101988,1988,10,19,,,,,India,Ahmadabad,Transport Accident,Air,Boeing 737,130,,,1988-0473
4022001,2001,2,40,,,,,Indonesia,Jember (East Java provinc,Flood,Flash flood,,130,80000,10,2001-0051
15051990,1990,5,15,,,,,Indonesia,,Transport Accident,Water,,130,,,1990-0613
12092003,2003,9,12,,,,,Korea Rep,"Gyeongsang, Gangweon, Sou",Storm,Tropical cyclone,Maemi,130,80000,4500,2003-0459
17022000,2000,2,17,,,,,Madagascar,"Marolambo, Antanambao, Ma",Storm,Tropical cyclone,"Eline, Gloria",130,736937,9,2000-0107
28031982,1982,3,28,,,,,Myanmar,Near Rangoon,Transport Accident,Water,,130,,,1982-0041
71978,1978,7,,,,,,Nepal,Terai area,Flood,,,130,27748,0.513,1978-0085
22101988,1988,10,22,,,,,Nicaragua,Caribbean coast,Storm,Tropical cyclone,Joan,130,360278,400,1988-0481
81988,1988,8,,,,,,Nigeria,"Kano, Borno, Oyo states",Flood,General flood,,130,300000,,1988-0334
1091997,1997,9,10,,,,,Nigeria,"Delta Niger, Port Harcour",Transport Accident,Water,,130,,,1997-0395
28062007,2007,6,28,,,,,Pakistan,North West Frontier provi,Flood,General flood,,130,2000,,2007-0241
101950,1950,10,,,,,,Peru,,Mass movement wet,Landslide,,130,,,1950-0032
30071999,1999,7,30,,,,,Philippines,"Rizal, Pangasinan, Pampan",Flood,Flash flood,,130,2099763,18,1999-0253
31991,1991,3,,,,,,Somalia,Near Malindi (Kenya),Transport Accident,Water,,130,,,1991-0351
20021997,1997,2,20,,,,,Sri Lanka,Mannar Sea,Transport Accident,Water,,130,,,1997-0380
1051998,1998,5,10,,,,,United States,"Arizona, Florida, Colorad",Extreme temperature,Heat wave,,130,,4275,1998-0212
23111993,1993,11,23,,,,,Viet Nam,"Phu Yen, Khanh Hoa, Binh ",Storm,Tropical cyclone,Kyle,130,11506,15,1993-0088
8031989,1989,3,80,,,,,Viet Nam,South China Sea,Transport Accident,Water,,130,,,1989-0278
51978,1978,5,,,,,,Bangladesh,,Epidemic,Bacterial Infectious Diseases,Cholera,129,,,1978-0061
10012008,2008,1,10,,,,,China P Rep,"Zhejiang, Sichuan, Anhui,",Extreme temperature,Extreme winter conditions,,129,77000000,21100,2008-0020
2121997,1997,12,21,,,,,China P Rep,Anhui Prov.,Industrial Accident,Explosion,Coal mine,129,,,1997-0286
28102007,2007,10,28,,,,,Dominican Rep,"Santo Domingo, Distrito N",Storm,Tropical cyclone,Noel,129,79728,77.7,2007-0523
15042002,2002,4,15,,,,,Korea Rep,Near Gimhae 5pusan),Transport Accident,Air,Boeing 767,129,38,,2002-0214
41987,1987,4,,,,,,South Africa,,Industrial Accident,Other,,129,58,,1987-0079
23071994,1994,7,23,,,,,China P Rep,"Heilongjiang, Jilin, Liao",Flood,General flood,,128,2000000,1,1994-0779
31122002,2002,12,31,,,,,Congo,"Mbomo, Kelle Ambomi, Ongo",Epidemic,Viral Infectious Diseases,Ebola,128,15,,2002-0854
81998,1998,8,,,,,,India,Level 1 = Uttar Pradesh,Epidemic,Viral Infectious Diseases,Japanese encephalitis,128,606,,1998-0333
10111995,1995,11,10,,,,,India,"Orissa, Andra Pradesh",Storm,Tropical cyclone,,128,,46.3,1995-0275
4081928,1928,8,40,,,,,Indonesia,Flores sea,Earthquake (seismic activity),Tsunami,,128,,,1928-0012
27021979,1979,2,27,,,,,Indonesia,Flores Island,Flood,,,128,24350,3.2,1979-0028
21011980,1980,1,21,,,,,Iran Islam Rep,Elburz mountains,Transport Accident,Air,,128,,,1980-0028
6032000,2000,3,60,,,,,Niger,"Niamey, Kirni N'Konni, T‰ö_å©",Epidemic,Bacterial Infectious Diseases,,128,1067,,2000-0158
3031997,1997,3,30,,,,,Pakistan,Mirshah area (Punjab Prov,Transport Accident,Rail,,128,60,,1997-0036
22032006,2006,3,22,,,,,Cameroon,,Transport Accident,Water,,127,,,2006-0158
2101990,1990,10,21,,,,,China P Rep,Canton,Transport Accident,Air,Boeing 737-247,127,45,,1990-0480
23111996,1996,11,23,,,,,Comoros,Indian Ocean,Transport Accident,Air,Boeing 767-260,127,,40,1996-0277
22062007,2007,6,22,,,,,India,"Kurnool, Mahabubnagar, Gu",Flood,Flash flood,,127,200000,,2007-0250
25122007,2007,12,25,,,,,Indonesia,"Karanganyar, Sragen, Wono",Flood,General flood,,127,269515,,2007-0610
2091989,1989,9,20,,,,,Indonesia,Madura Straits (Java coas,Transport Accident,Water,Ferry,127,,,1989-0263
11091990,1990,9,11,,,,,Korea Rep,"Seoul, Kyonggi, Kangwon, ",Flood,General flood,,127,189260,38,1990-0075
2121999,1999,12,21,,,,,Viet Nam,"Thua Thien Hue, Khanh Hoa",Flood,General flood,,127,2163694,53,1999-0574
8111983,1983,11,81,,,,,Angola,Lubango,Transport Accident,Air,,126,,,1983-0145
15011998,1998,1,15,,,,,Cameroon,Northern province (near T,Epidemic,Bacterial Infectious Diseases,,126,980,,1998-0142
26041990,1990,4,26,,,,,China P Rep,Qinghai Province,Earthquake (seismic activity),Earthquake (ground shaking),,126,34319,58.35,1990-0099
23072005,2005,7,23,,,,,India,"Karnataka, Andhra Pradres",Flood,General flood,,126,100000,,2005-0504
4031989,1989,3,40,,,,,India,Baroda,Industrial Accident,Poisoning,Methyl alcohol,126,200,,1989-0259
16052000,2000,5,16,,,,,Indonesia,"Malaka Tengah, Malaka Bar",Flood,Flash flood,,126,50000,79,2000-0258
1995,1995,,,,,,,Nepal,,Epidemic,Viral Infectious Diseases,Encephalitis,126,772,,1995-0458
31011996,1996,1,31,,,,,China P Rep,Shaoyang city (Hunan prov,Miscellaneous accident,Explosion,Apartment building,125,400,,1996-0018
23062001,2001,6,23,,,,,China P Rep,"Fujian, Zhejiang province",Storm,Tropical cyclone,Chebi,125,3108000,470,2001-0292
15071977,1977,7,15,,,,,Colombia,Antioquia,Industrial Accident,Explosion,Coal mine,125,,,1977-0085
3051965,1965,5,30,,,,,El Salvador,San Salvador,Earthquake (seismic activity),Earthquake (ground shaking),,125,139720,35,1965-0025
12001,2001,1,,,,,,India,"Uttar Pradesh, Bihar, Pen",Extreme temperature,Cold wave,,125,,,2001-0011
7111984,1984,11,71,,,,,India,Kerala,Miscellaneous accident,Collapse,Bridge,125,,,1984-0108
9041993,1993,4,90,,,,,India,Near Kandi (Murshidabad d,Storm,Tropical cyclone,,125,500,,1993-0138
12111991,1991,11,12,,,,,India,"Andhra Pradesh, Tamil Nad",Storm,Tropical cyclone,4B,125,25000,,1991-0374
9051980,1980,5,90,,,,,India,Uttar Pradesh,Storm,Local storm,,125,,,1980-0044
26111987,1987,11,26,,,,,Indonesia,South Pantar Isl.(Timor),Earthquake (seismic activity),Earthquake (ground shaking),,125,17100,5,1987-0213
18111940,1940,11,18,,,,,Jamaica,"St Mary, Port, St Thos",Flood,,,125,2000,,1940-0012
81902,1902,8,,,,,,Japan,Torishima,Volcano,Volcanic eruption,,125,,,1902-0008
81975,1975,8,,,,,,Nepal,Kathmandu,Mass movement wet,Landslide,,125,75000,,1975-0044
20062003,2003,6,20,,,,,Nigeria,Onicha-Amayi (Abia state),Industrial Accident,Explosion,Pipeline,125,200,,2003-0300
9101981,1981,10,91,,,,,Philippines,"Maco, Davao del Norte",Flood,Flash flood,,125,122,,1981-0150
13061993,1993,6,13,,,,,Russia,Districts of Serov and Kr,Flood,General flood,,125,6953,34,1993-0039
21061972,1972,6,21,,,,,United States,Lake Barcroft (Virginia),Miscellaneous accident,Collapse,Dam,125,,,1972-0091
51955,1955,5,,,,,,United States,,Storm,,,125,,,1955-0041
51953,1953,5,,,,,,United States,,Storm,,,125,,,1953-0041
2071987,1987,7,20,,,,,Zaire/Congo Dem Rep,Kasumbalesa Shaba,Transport Accident,Rail,,125,,,1987-0123
13112002,2002,11,13,,,,,India,Bay of Bengal,Storm,Tropical cyclone,,124,,,2002-0702
19042000,2000,4,19,,,,,Nigeria,Port Harcourt (Nembe fleu,Transport Accident,Water,,124,,,2000-0220
4101993,1993,10,41,,,,,Philippines,"Pampanga, Nueva Viscaya, ",Storm,Tropical cyclone,Flo (Kadiang),124,1941566,188,1993-0077
3011994,1994,1,30,,,,,Russia,"Near Mamony (Irkutsk, Sib",Transport Accident,Air,Tupolev Tu-154,124,,,1994-0014
22012005,2005,1,22,,,,,Sudan,"Blue Nile, Gadarif, Gezir",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,124,3579,,2005-0082
27021965,1965,2,27,,,,,Sudan,Near Port Sudan,Transport Accident,Rail,,124,,,1965-0012
32008,2008,3,,,,,,Brazil,"Rio de Janeiro, Angra do ",Epidemic,Viral Infectious Diseases,Dengue and Hemorrhagic fever outbreaks,123,162701,,2008-0065
14062004,2004,6,14,,,,,Chad,"N'djamena, Chari, Baguirm",Epidemic,Bacterial Infectious Diseases,Cholera,123,2895,,2004-0395
24082003,2003,8,24,,,,,China P Rep,"Shaanxi, Gansu, Henan, Hu",Flood,General flood,,123,200000,2440,2003-0440
7082005,2005,8,70,,,,,China P Rep,Xingning (Guangdong),Industrial Accident,Other,Coal mine,123,,,2005-0424
11071973,1973,7,11,,,,,France,Near Orly (Paris),Transport Accident,Air,Boeing 707,123,,,1973-0140
9052001,2001,5,90,,,,,Ghana,Accra,Miscellaneous accident,Other,Football stadium,123,93,,2001-0192
27031980,1980,3,27,,,,,Norway,North Sea,Industrial Accident,Explosion,Oil platform 'Alexander Kielland',123,,,1980-0037
29021996,1996,2,29,,,,,Peru,Near Arequipa (South),Transport Accident,Air,Boeing 737,123,,,1996-0049
1955,1955,,,,,,,United Kingdom,London,Transport Accident,Rail,,123,150,,1955-0024
8022001,2001,2,80,,,,,Indonesia,"Cipinas, Lebak district (",Mass movement wet,Landslide,,122,23000,10,2001-0041
91957,1957,9,,,,,,Iran Islam Rep,,Flood,,,122,,,1957-0037
1012002,2002,1,10,,,,,Papua New Guinea,Western Highlands,Epidemic,Viral Infectious Diseases,,122,2215,,2002-0303
8061994,1994,6,80,,,,,Philippines,"Samar, Guiuan",Transport Accident,Water,Ferry 'Flo-Soccour',122,,,1994-0330
23091955,1955,9,23,,,,,St Vincent and The Grenadines,Grenadines,Storm,Tropical cyclone,Janet,122,,,1955-0013
8101952,1952,10,81,,,,,United Kingdom,Harrow-Wealdstone,Transport Accident,Rail,,122,340,,1952-0018
18061972,1972,6,18,,,,,United States,East,Storm,Tropical cyclone,Agnes,122,,2100,1972-0035
7051991,1991,5,70,,,,,Bangladesh,"Ghorasal, Tungi, Sirajgan",Storm,Local storm,,121,300,,1991-0332
14082005,2005,8,14,,,,,Greece,,Transport Accident,Air,Boeing,121,,,2005-0432
121999,1999,12,,,,,,Madagascar,"Mahajanga, Antananarivo, ",Epidemic,,Cholera,121,3055,,1999-0710
21971,1971,2,,,,,,United States,,Storm,,,121,,,1971-0124
20101944,1944,10,20,,,,,United States,"Cleveland, Ohio",Wildfire,Forest fire,,121,,,1944-0013
15041979,1979,4,15,,,,,Yugoslavia,Montenegro,Earthquake (seismic activity),Earthquake (ground shaking),,121,310100,450,1979-0039
71978,1978,7,,,,,,Afghanistan,Central and Eastern regio,Flood,,,120,271684,52,1978-0083
28011982,1982,1,28,,,,,Algeria,Algiers,Transport Accident,Rail,,120,150,,1982-0026
9011998,1998,1,90,,,,,Bangladesh,"Jessore, Rajshahi, Khulna",Extreme temperature,Cold wave,,120,34000,,1998-0002
11995,1995,1,,,,,,Bangladesh,"Rajshahi, Rangpur, Pabna,",Extreme temperature,Cold wave,,120,,,1995-0001
11062007,2007,6,11,,,,,Bangladesh,Chittagong area,Flood,General flood,,120,80060,14,2007-0161
12005,2005,1,,,,,,Burundi,"Busoni, Bugabira, Ntega, ",Drought,Drought,,120,2150000,,2005-9067
15021998,1998,2,15,,,,,Cameroon,Yaounde,Transport Accident,Rail,,120,150,,1998-0035
2081995,1995,8,20,,,,,China P Rep,"Liaoning, Jilin, Hunhe, S",Flood,Storm surge/coastal flood,,120,1000000,,1995-0490
71993,1993,7,,,,,,China P Rep,"Hunan, Sichuan provinces",Mass movement wet,Landslide,,120,,,1993-0190
61988,1988,6,,,,,,Colombia,"Cordoba, Sucre",Flood,General flood,,120,130800,,1988-0373
8021997,1997,2,80,,,,,Gambia The,,Epidemic,Bacterial Infectious Diseases,,120,793,,1997-0492
8042006,2006,4,80,,,,,Ghana,Volta Lake (near Jasikan,Transport Accident,Water,,120,71,,2006-0177
25081990,1990,8,25,,,,,India,Gujarat,Storm,Local storm,,120,,2200,1990-0397
17041981,1981,4,17,,,,,India,Orissa,Storm,Local storm,,120,10000,,1981-0046
121955,1955,12,,,,,,India,,Storm,,,120,,,1955-0049
1081989,1989,8,10,,,,,Indonesia,"Irian Jaya, Jayawijaya di",Earthquake (seismic activity),Earthquake (ground shaking),,120,17196,,1989-0092
31983,1983,3,,,,,,Indonesia,Lampung Province,Epidemic,Parasitic Infectious Diseases,,120,,,1983-0050
2061997,1997,6,20,,,,,Indonesia," Borneo, Kalimantan, Banj",Miscellaneous accident,Fire,Shooping center,120,200,,1997-0477
121987,1987,12,,,,,,Korea Dem P Rep,,Transport Accident,Rail,,120,,,1987-0582
30101991,1991,10,30,,,,,Korea Rep,Pyonggang,Industrial Accident,Explosion,,120,,,1991-0460
26061991,1991,6,26,,,,,Malaysia,Near Batu Pahat,Transport Accident,Water,,120,,,1991-0772
10062000,2000,6,10,,,,,Mexico,Acatlan de Perez Figueroa,Flood,,,120,,,2000-0333
15071976,1976,7,15,,,,,Mexico,"Central, East regions",Storm,,,120,300000,,1976-0048
13071982,1982,7,13,,,,,Mexico,Near Tepic,Transport Accident,Rail,,120,,,1982-0085
6032002,2002,3,60,,,,,Nigeria,"Kano, Jigawa states",Epidemic,,Acute watery diarrhoeal syndrome,120,2880,,2002-0136
17101966,1966,10,17,,,,,Peru,North Coast,Earthquake (seismic activity),Earthquake (ground shaking),,120,108356,15,1966-0082
4102000,2000,10,41,,,,,Peru,"San Vicente, La Paz, Illo",Miscellaneous accident,Other,,120,,,2000-0902
7121941,1941,12,71,,,,,United States,Atlanta,Miscellaneous accident,Fire,Winecoff Hotel,120,,,1941-0005
12011996,1996,1,12,,,,,United States,"Maryland, Pennsylvania, N",Storm,Local storm,,120,,,1996-0450
11071983,1983,7,11,,,,,Ecuador,Cuenca,Transport Accident,Air,,119,,,1983-0094
28042003,2003,4,28,,,,,Ethiopia,Ogaden region,Flood,General flood,,119,110000,,2003-0204
25121987,1987,12,25,,,,,Indonesia,"Esp. Polmas, Pinrang (Sul",Flood,,,119,,60,1987-0232
1946,1946,,,,,,,United States,Winecoff (Atlanta),Miscellaneous accident,Fire,Hotel,119,,,1946-0006
41945,1945,4,,,,,,United States,,Storm,,,119,,,1945-0011
11041968,1968,4,11,,,,,Bangladesh,"Madaripur, Faridpur",Storm,Tropical cyclone,,118,16138,1.5,1968-0040
8051999,1999,5,80,,,,,Bangladesh,Near Lakshimpur (Megna ri,Transport Accident,Water,Bac 'Dwipkanya',118,,,1999-0698
18071975,1975,7,18,,,,,Brazil,"Pernambuco, Recife (North",Flood,,,118,828000,254.9,1975-0042
25091990,1990,9,25,,,,,Cameroon,"Mayo Sava, Mayo Tsanaga d",Epidemic,Viral Infectious Diseases,Yellow fever,118,172,,1990-0124
19111963,1963,11,19,,,,,Canada,Ste Therese-de-Blainville,Transport Accident,Air,,118,,,1963-0049
17091949,1949,9,17,,,,,Canada,"Toronto, Ontario",Transport Accident,Water,Ship 'Noronic',118,,,1949-0016
10092001,2001,9,10,,,,,Ethiopia,woredas of Dale and Sheed,Epidemic,Bacterial Infectious Diseases,Meningococcal,118,2211,,2001-0790
101982,1982,10,,,,,,India,West Bengal,Epidemic,Viral Infectious Diseases,Encephalitis,118,,,1982-0109
8102001,2001,10,81,,,,,Italy,Milano,Transport Accident,Air,MD-87 and Cessna,118,,,2001-0548
91996,1996,9,,,,,,Nepal,Terai Region,Epidemic,Viral Infectious Diseases,Encephalitis,118,697,,1996-0217
18091998,1998,9,18,,,,,Philippines,North and Central Luzon I,Storm,Tropical cyclone,Vicky and Todd (Emang and Gading),118,1749436,87.038,1998-0296
12091985,1985,9,12,,,,,Portugal,Viseu,Transport Accident,Rail,,118,145,,1985-0108
9041998,1998,4,90,,,,,Saudi Arabia,"Mina, La Mecque",Miscellaneous accident,Other,,118,250,,1998-0553
18061972,1972,6,18,,,,,United Kingdom,London,Transport Accident,Air,Trident-1,118,,,1972-0148
10062005,2005,6,10,,,,,China P Rep,Shalan (Ningan municipali,Flood,Flash flood,,117,425,45,2005-0307
14111960,1960,11,14,,,,,Czechoslovakia,Pardubice,Transport Accident,Rail,,117,106,,1960-0017
11996,1996,1,,,,,,Indonesia,Java Isl.,Epidemic,Viral Infectious Diseases,Dengue/dengue haemorrhagic fever,117,5373,,1996-0123
31012006,2006,1,31,,,,,Indonesia,Coast of Nusa Tengarra Ea,Transport Accident,Water,Ferry,117,71,,2006-0052
12022002,2002,2,12,,,,,Iran Islam Rep,Khorramabad region,Transport Accident,Air,Tupolev-154M,117,,,2002-0085
24071983,1983,7,24,,,,,Japan,Western Honshu,Mass movement wet,Landslide,,117,25088,,1983-0098
22032007,2007,3,22,,,,,Mozambique,Maputo,Miscellaneous accident,Explosion,Anuminition depot,117,450,,2007-0100
51987,1987,5,,,,,,Myanmar,Rangoon River,Transport Accident,Water,,117,,,1987-0235
22102005,2005,10,22,,,,,Nigeria,Lagos,Transport Accident,Air,Accident d'avion,117,,,2005-0595
22031982,1982,3,22,,,,,Philippines,S.E./N. Mindanao,Storm,Tropical cyclone,Mamie,117,16000,,1982-0037
28101982,1982,10,28,,,,,Tunisia,"Sfax, coastal areas",Flood,,,117,30000,90,1982-0114
6122005,2005,12,61,,,,,Iran Islam Rep,Teheran,Transport Accident,Air,C130,116,90,,2005-0675
26071996,1996,7,26,,,,,Korea Dem P Rep,"Sinuiju, Pakchon, Chongju",Flood,,,116,3270000,2200,1996-0105
24061963,1963,6,24,,,,,Korea Rep,,Mass movement wet,Landslide,,116,,,1963-0015
1918,1918,,,,,,,Puerto Rico,,Earthquake (seismic activity),Earthquake (ground shaking),,116,,,1918-0004
12006,2006,1,,,,,,Russia,"Moscou, Volgograd region,",Extreme temperature,Extreme winter conditions,,116,14,1000,2005-0713
22052006,2006,5,22,,,,,Thailand,"Nan, Phrae, Lamphang, Suk",Flood,Flash flood,,116,342895,25,2006-0270
11031933,1933,3,11,,,,,United States,Long Beach (California),Earthquake (seismic activity),Earthquake (ground shaking),,116,,38.5,1933-0007
11101918,1918,10,11,,,,,United States,Mona Passage,Earthquake (seismic activity),Earthquake (ground shaking),,116,,29,1918-0008
15061993,1993,6,15,,,,,Afghanistan,Chindawal district (Kabul,Mass movement wet,Landslide,,115,1000,,1993-0169
1011998,1998,1,10,,,,,Angola,"Luanda Norte, Bi‰ö_å¨, Malang",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,115,1113,,1998-0235
18092006,2006,9,18,,,,,Bangladesh,"Hatia, Bagerhat, Potuakha",Storm,Tropical cyclone,,115,9135,,2006-0510
17052005,2005,5,17,,,,,Bangladesh,Aricha,Transport Accident,Water,Ferry,115,50,,2005-0251
14041928,1928,4,14,,,,,Canada,"Halifax, Nova Scotia",Transport Accident,Water,18-Gun Sloop Acorn,115,,,1928-0020
3012005,2005,1,30,,,,,Chad,"Batha, Ndjamena, Chari-Ba",Epidemic,Viral Infectious Diseases,,115,6000,,2005-0220
20062002,2002,6,20,,,,,China P Rep,Chengzihe (Jixi municipal,Industrial Accident,Explosion,Coal mine,115,24,,2002-0372
19102000,2000,10,19,,,,,China P Rep,Nandan county (Guangxi pr,Industrial Accident,Collapse,Mine,115,,,2000-0725
30081990,1990,8,30,,,,,China P Rep,Shangai,Storm,Tropical cyclone,Abe,115,,688,1990-0402
17081971,1971,8,17,,,,,Hong Kong (China),West of Cheung Chau,Storm,Tropical cyclone,Rose,115,1486,,1971-0049
5011973,1973,1,50,,,,,India,"Uttar Pradesh, Bihar",Extreme temperature,Cold wave,,115,,,1973-0009
41991,1991,4,,,,,,Indonesia,Aceh province (North Suma,Epidemic,,,115,9000,,1991-0154
51972,1972,5,,,,,,Japan,,Miscellaneous accident,Fire,,115,,,1972-0134
26081979,1979,8,26,,,,,Korea Rep,Northern,Storm,Tropical cyclone,Judy,115,35000,40,1979-0081
29111987,1987,11,29,,,,,Korea Rep,Near Burma,Transport Accident,Air,,115,,,1987-0218
20111993,1993,11,20,,,,,Macedonia FRY,Ohrid,Transport Accident,Air,Yak-42,115,1,,1993-0372
29081994,1994,8,29,,,,,Philippines,Malangas (Zamboanga del S,Industrial Accident,Explosion,Coal mine,115,80,,1994-0182
14071983,1983,7,14,,,,,Philippines,Southeast Luzon,Storm,Tropical cyclone,Vera (Bebeng),115,149892,1.64,1983-0096
29051988,1988,5,29,,,,,Philippines,Near Caromatan (Mindanao),Transport Accident,Water,,115,,,1988-0227
8072003,2003,7,80,,,,,Sudan,Port Soudan,Transport Accident,Air,Boeing 737,115,1,,2003-0330
81999,1999,8,,,,,,Uganda,Northern Karamoja Distric,Drought,Drought,,115,700000,,1999-9388
11969,1969,1,,,,,,United States,Southern California,Flood,,,115,,400,1969-0044
20091902,1902,9,20,,,,,United States,"Birmingham, Ala",Miscellaneous accident,Fire,Church,115,,,1902-0001
41998,1998,4,,,,,,Zaire/Congo Dem Rep,"South Kivu, North Kivu, O",Epidemic,Bacterial Infectious Diseases,Cholera,115,3962,,1998-0145
22072008,2008,7,22,,,,,Zaire/Congo Dem Rep,,Transport accident,Water,,115,,,2008-0299
1062001,2001,6,10,,,,,Afghanistan,"Norhtern region (Khulm, A",Epidemic,Bacterial Infectious Diseases,Cholera,114,4385,,2001-0331
91983,1983,9,,,,,,Bangladesh,,Flood,,,114,3000000,,1983-0115
25072000,2000,7,25,,,,,France,Gonesse (Paris),Transport Accident,Air,Concorde,114,12,,2000-0452
24011966,1966,1,24,,,,,France,Mont Blanc,Transport Accident,Air,Boeing 707,114,,,1966-0136
18092006,2006,9,18,,,,,India,"Andhra Pradesh, West Beng",Storm,Tropical cyclone,,114,150300,,2006-0510
21953,1953,2,,,,,,Indonesia,,Flood,,,114,,,1953-0038
18091965,1965,9,18,,,,,Japan,South,Flood,,,114,3000000,90,1965-0056
23102006,2006,10,23,,,,,Kenya,"Dabaab, Kwale, Garissa, K",Flood,General flood,,114,723000,,2006-0624
9102001,2001,10,91,,,,,Korea Dem P Rep,"Kamvon Du, Kangwon, Hamky",Flood,Flash flood,,114,177584,9.4,2001-0571
4021998,1998,2,40,,,,,Papua New Guinea,,Epidemic,Viral Infectious Diseases,Acute respiratory syndrome,114,,,1998-0136
